k,pos_e,pos_n,pos_u,vel_e,vel_n,vel_u,yaw,p_vel_var,p_pos_var,pos_err,gt_e,gt_n
519,361.8465473133335,139.21929060258688,-32.97416835568192,6.323950940973912,-0.07703978248860162,0.047884684545547195,-0.00622,0.617368282161611,5.14148530562841,8.832056201180746,353.0145881076035,139.2606829827686
520,362.49039359519173,139.2144427662927,-32.96606538722737,6.611556780025783,-0.04759923757825139,0.07454730978190345,-0.00663,0.6232322931122479,5.204722133844571,9.475918308862035,353.0145881076035,139.2606829827686
521,363.1559458636593,139.20929070444328,-32.956476156249174,6.820290178067803,-0.042642158707635214,0.08822092499935116,-0.0036699999999999992,0.6290943521818048,5.268545363155796,10.141487972806793,353.0145881076035,139.2606829827686
522,363.83837339277954,139.20731622605376,-32.94959056374924,6.993263034869585,-0.014522049279969229,0.06334745099940307,-0.0006599999999999991,0.6349589434707036,5.332954798373976,10.823916846978982,353.0145881076035,139.2606829827686
523,364.5367557305022,139.20360550532203,-32.9398243186493,7.147417223457984,-0.03100464130609093,0.08984945491945096,-0.0026399999999999996,0.6408282666959297,5.3979506927210466,11.522308994667963,353.0145881076035,139.2606829827686
524,365.25728331105086,139.20349849569362,-32.93056487315736,7.394987918039978,-0.0140907712523873,0.08518689852589488,-0.00494,0.6467064360654902,5.46353351939064,12.242828754420872,353.0145881076035,139.2606829827686
525,366.0005731067505,139.20046669663805,-32.91814668330477,7.623023657580935,-0.0283328888712044,0.11424734664382336,-0.00309,0.6525791498726107,5.529704162997189,12.986124610490448,353.0145881076035,139.2606829827686
526,366.77742100168024,139.2010863507155,-32.90642444864039,7.956516923432503,-0.004780502439671054,0.10784455891231748,-0.0030299999999999997,0.6584535104484291,5.59646207798445,13.762961927900271,353.0145881076035,139.2606829827686
527,367.5781874935295,139.2014546502886,-32.893632492749155,8.19803656136689,-0.010865370346711447,0.11768599419933219,-0.00443,0.6643257407607204,5.663807429029292,14.563719822528613,353.0145881076035,139.2606829827686
528,368.4095802636592,139.20050945276353,-32.878261393329225,8.501503321744472,-0.025565051896514892,0.1414141146633857,-0.0062699999999999995,0.6701987987713068,5.731740003105364,15.39510975403326,353.0145881076035,139.2606829827686
529,369.2691150009536,139.2009209338517,-32.86226948186289,8.773937639639726,-0.022152307918855856,0.14712558549031488,-0.00779,0.6760712775660421,5.800259882982495,16.25463675475807,353.0145881076035,139.2606829827686
530,370.1619435792015,139.19372271469726,-32.844226423313856,9.100275262000226,-0.068976825855065,0.1659961386510897,-0.00673,0.6819398471036943,5.869367010739099,17.14748621072024,353.0145881076035,139.2606829827686
531,371.0885339753001,139.18502560144543,-32.82510030944875,9.315947287549045,-0.06417126437805205,0.1759602475590026,-0.00232,0.687798979995531,5.939060995449468,18.074104217575346,353.0145881076035,139.2606829827686
532,372.02995419941374,139.1847780400616,-32.81483778469285,9.682432805673884,0.003308071987925891,0.09441522775428243,0.0013800000000000002,0.6936617863015526,6.009340893449021,19.01551758869301,353.0145881076035,139.2606829827686
533,373.0090539286479,139.17875207800662,-32.80774676191742,9.94619147658602,-0.04568807924593541,0.0652374095339399,-0.00182,0.6995317961471504,6.080207072079177,19.99463368361791,353.0145881076035,139.2606829827686
534,374.0224459150194,139.16934760759776,-32.79848752096403,10.172185559146897,-0.09063540668507085,0.08518501677122473,-0.008230000000000001,0.7053956305575702,6.151660251693892,21.00805635482162,353.0145881076035,139.2606829827686
535,375.06201318690006,139.15223362497417,-32.78702651928691,10.529521775943794,-0.1426651603462504,0.10544121542952674,-0.00833,0.711251142063231,6.223699814749649,22.04769180414132,353.0145881076035,139.2606829827686
536,376.1328524936149,139.12976348676227,-32.770788897743955,10.844906286837297,-0.16982903403517563,0.14938611819516462,-0.0061200000000000004,0.7171009878113592,6.296324928955972,23.118635083757802,353.0145881076035,139.2606829827686
537,377.2326851271322,139.10521490052855,-32.75771078592444,11.114977120140864,-0.17007590737767941,0.12031862873955147,-0.00265,0.7229272877435634,6.369535027737108,24.218596028091696,353.0145881076035,139.2606829827686
538,378.3652173026857,139.08614491710074,-32.746111423050486,11.431665100828564,-0.13099635561587422,0.10671413844038748,-0.00173,0.7287753903088238,6.443327756511464,25.351230031754305,353.0145881076035,139.2606829827686
539,379.5271307029293,139.06963758593918,-32.73375750920645,11.737271296379328,-0.12106580672696066,0.11365600736515653,-0.00329,0.7346453520856263,6.5177052955423465,26.513230908597574,353.0145881076035,139.2606829827686
540,380.71977481569434,139.05247678036363,-32.72162840846993,12.016233333830806,-0.13457131169957023,0.11158772677594399,-0.0054,0.740495787626313,6.592669830750909,48.53304274004027,422.69388156631624,163.417012484825
541,381.9403002893596,139.03543641130688,-32.710847135792335,12.263452600023346,-0.14012049972232354,0.09918770863386857,-0.0067800000000000004,0.7463407018116367,6.66821940951354,47.49016359969992,422.69388156631624,163.417012484825
542,383.184840175644,139.01832722403478,-32.70309186492895,12.508457689494437,-0.14983230996904925,0.07134849194315906,-0.008740000000000001,0.7522031552491559,6.744353479694704,46.43554881838862,422.69388156631624,163.417012484825
543,384.45993540825583,139.00177325496702,-32.69625151573464,12.776942944539533,-0.1560370889044935,0.06293121258770644,-0.010790000000000001,0.7580366648437038,6.821073795219619,45.36450755236585,422.69388156631624,163.417012484825
544,385.76046243048285,138.98239099312065,-32.689919894475864,13.011381198409927,-0.18273418078195347,0.05825091558068992,-0.012450000000000001,0.7638698551348978,6.89837746170399,44.284626864251706,422.69388156631624,163.417012484825
545,387.0824146248711,138.95855885920673,-32.6868133029178,13.195594742494954,-0.21511830781648567,0.028580642334234834,-0.013080000000000001,0.7696753024373714,6.9762644472174795,43.2017653745557,422.69388156631624,163.417012484825
546,388.4254412384443,138.93504609265375,-32.68059973868437,13.322315042032008,-0.22030374774397443,0.05716479094749617,-0.014690000000000002,0.7754517475101439,7.054731977461216,42.11523098514742,422.69388156631624,163.417012484825
547,389.78360573208244,138.9101055531128,-32.67277175958962,13.551561355950462,-0.23349090555243285,0.07201740767169648,-0.015110000000000002,0.7812613346635077,7.133777152212231,41.03260585004268,422.69388156631624,163.417012484825
548,391.1573688543583,138.88450786751616,-32.669339518822454,13.68929997644989,-0.24602450457224126,0.031576615057960854,-0.016730000000000002,0.7870623325403409,7.213403285678582,39.9549173047544,422.69388156631624,163.417012484825
549,392.54664089950256,138.85854644923822,-32.66274335731666,13.7276801650971,-0.2430684747392465,0.06068468585332397,-0.01582,0.7928246296967015,7.293609518932616,38.88411467223927,422.69388156631624,163.417012484825
550,393.93975346921286,138.83291867592632,-32.65323638873132,13.869904776751826,-0.2337495730492336,0.08746411098505805,-0.01395,0.798651975295132,7.374391981902286,37.83090735138876,422.69388156631624,163.417012484825
551,395.3435274281767,138.80493710806334,-32.64752547763282,13.977683760857417,-0.24613969208406425,0.05254038210625345,-0.01324,0.8044811375271854,7.455757179431799,36.79396860673016,422.69388156631624,163.417012484825
552,396.7603903272227,138.7796810875179,-32.64023893942219,14.089008674414911,-0.2244765867861117,0.06703615153775323,-0.01236,0.8103204369341614,7.537705293184518,35.77071520432427,422.69388156631624,163.417012484825
553,398.18633083014186,138.7554349817905,-32.630923824268415,13.884590202059101,-0.20726951592744358,0.08569905941473305,-0.010759999999999999,0.8160432215681336,7.620237336877935,34.76799459307854,422.69388156631624,163.417012484825
554,399.5891831467885,138.73434390169166,-32.62301941832694,13.608807452463976,-0.17768514367098875,0.07272053466155447,-0.00904,0.8217455983862204,7.7033416590347485,33.80918835822777,422.69388156631624,163.417012484825
555,400.9643652778289,138.71632267727114,-32.616732864860786,13.402483308514919,-0.1545008326995388,0.05783629188863016,-0.008369999999999999,0.8274814526165379,7.7870162188733705,32.89826674918652,422.69388156631624,163.417012484825
556,402.3210884007098,138.70016713770363,-32.60888173567192,13.278130775703952,-0.1414007675625238,0.07223038853753987,-0.008159999999999999,0.8332401342232166,7.871264364135024,32.0308155575548,422.69388156631624,163.417012484825
557,403.66218560109843,138.68400301007082,-32.601688196818166,13.11901647377866,-0.14283592690549504,0.06618055745453666,-0.008579999999999999,0.8389964241021266,7.956088377557346,31.20780685967483,422.69388156631624,163.417012484825
558,404.985984371662,138.6657850995355,-32.59121164107271,12.953178485525388,-0.1597717716096009,0.09638431285817387,-0.00951,0.8447560111801544,8.041488019967558,30.433417161645636,422.69388156631624,163.417012484825
559,406.28986891833745,138.64754752942838,-32.57984370978689,12.752386707481696,-0.15763832792655108,0.10458496782951998,-0.009139999999999999,0.8505052530482284,8.127463621085573,29.708887982078178,422.69388156631624,163.417012484825
560,407.57195142193103,138.62882932682407,-32.569386713003944,12.522757730677766,-0.15916285011155534,0.09620437040315842,-0.00895,0.8562499225668724,8.214014146390396,29.036645735454126,422.69388156631624,163.417012484825
561,408.8304579285117,138.6127286268156,-32.55865077596363,12.276223613634057,-0.13713596629598887,0.09877062077090587,-0.00793,0.8619919655036558,8.301139138647082,28.415612129073402,422.69388156631624,163.417012484825
562,410.059356035611,138.59687048622112,-32.549834213886534,11.943982931721479,-0.1294262306993453,0.08111237110923343,-0.006659999999999999,0.8677194213610664,8.388838335197448,27.850865053295955,422.69388156631624,163.417012484825
563,411.25589041458915,138.58078990403266,-32.54169247677561,11.573782660803573,-0.12745377061914415,0.07490398142049476,-0.006039999999999999,0.873413397295231,8.477110277333555,27.343474425713467,422.69388156631624,163.417012484825
564,412.4171722660577,138.56776871704142,-32.53362857863356,11.334061390924171,-0.10481584399239581,0.0741878629068553,-0.00533,0.879140592300887,8.565951617063078,26.8904382610762,422.69388156631624,163.417012484825
565,413.5534961138584,138.55784207578697,-32.52656329234288,11.046889177433615,-0.08216828448384732,0.06500063387430695,-0.00482,0.8848508103046303,8.655365676293167,26.48631721559445,422.69388156631624,163.417012484825
566,414.65982592840174,138.55025677144093,-32.51827972895545,10.76199783302418,-0.06558768552712747,0.0762087831643624,-0.00456,0.8905671918894081,8.74535075732363,26.132385840221797,422.69388156631624,163.417012484825
567,415.736570443061,138.54203626953148,-32.51123035063901,10.459760540201472,-0.07066879244496022,0.06485428051121342,-0.00498,0.8962892369789294,8.83590747651257,25.82960742592092,422.69388156631624,163.417012484825
568,416.78291234532975,138.53132798986147,-32.50447942258789,10.463509250172546,-0.09289627650414914,0.062108538070316376,-0.00636,0.9018448254056545,8.927036400210463,25.578054068171756,422.69388156631624,163.417012484825
569,417.8294884437999,138.52022059602254,-32.49761906878086,10.465844689840951,-0.10007478946728073,0.0631152550246912,-0.0076100000000000004,0.9074045328947388,9.018720882751028,25.367549483636054,422.69388156631624,163.417012484825
570,418.8724433798894,138.509448939762,-32.489972043278385,10.429632732712543,-0.09600723551697234,0.07035263462271604,-0.0071200000000000005,0.912976097853705,9.110961336040502,25.199010130638715,422.69388156631624,163.417012484825
571,419.91021713148956,138.50097671026222,-32.48092927981612,10.216645555889874,-0.07211280910653667,0.08319342385289887,-0.00491,0.9187787987801362,9.203758945825872,25.071051561612066,422.69388156631624,163.417012484825
572,420.9233260810904,138.49399931645254,-32.46963343743083,9.363919754042659,-0.050188022794466026,0.10392174994466703,-0.0017400000000000002,0.9243764773130407,9.297136825703886,24.98582502374356,422.69388156631624,163.417012484825
573,421.84183580106367,138.4902935266255,-32.46263676243636,9.1850819766471,-0.02103360260011624,0.06436940994909375,0.0009499999999999999,0.9299472377823503,9.39107447343519,24.941277032404482,422.69388156631624,163.417012484825
574,422.7412256374626,138.487308209728,-32.45456732144145,8.993889059010492,-0.017106625186152677,0.07423885715316639,0.0007299999999999999,0.9354893489001406,9.485569197213424,24.92974923068544,422.69388156631624,163.417012484825
575,423.6235900564873,138.48229720789408,-32.443413935726134,8.823651457197865,-0.033961239244500716,0.1026111485809132,-0.0004500000000000002,0.9410319442423141,9.580618132103439,24.952041676350014,422.69388156631624,163.417012484825
576,424.4895770515201,138.47247429316275,-32.44017932086804,8.659956135501819,-0.07518509070629856,0.02975845669444013,-0.0037400000000000003,0.9465733625111451,9.67622132652767,25.00908850539895,422.69388156631624,163.417012484825
577,425.3470109824891,138.46743012953678,-32.4398279751986,8.2557056760798,-0.06073852819954701,0.003232380158884973,-0.01042,0.9521163797408644,9.772378662778785,25.090252198857442,422.69388156631624,163.417012484825
578,426.17304876774665,138.4753156394411,-32.42530423718271,8.259618711659447,0.01622277691290351,0.13361838974617418,-0.01212,0.9576591594966264,9.869090300752871,25.183185778263674,422.69388156631624,163.417012484825
579,426.992585848013,138.4797570827707,-32.40279789820809,8.154434467298728,0.006390732679202852,0.2070583185664803,-0.00795,0.9632018490551112,9.966356216702534,25.30505019731761,422.69388156631624,163.417012484825
580,427.7986891310722,138.48070096352689,-32.386606566351446,8.061000110153136,-0.001962010887497121,0.14896025308116193,-0.00287,0.968742247140603,10.064176401608046,25.453461308050315,422.69388156631624,163.417012484825
581,428.5936576373896,138.4737586433197,-32.37904104104333,7.9496756919608,-0.044095600551266996,0.06960283283466909,0.00036999999999999967,0.9742989725990859,10.162550626322107,25.631489810203732,422.69388156631624,163.417012484825
582,429.3812408943497,138.45959918189067,-32.37936625775986,7.6070239353682405,-0.08803124607628007,-0.0029919937921044685,0.0016099999999999997,0.9799918449257052,10.261480523582016,25.83782602224342,422.69388156631624,163.417012484825
583,430.1319434436285,138.4502629533387,-32.379381957139074,7.366520522289173,-0.0502153475920435,-0.00014443428873597947,0.004209999999999999,0.9857288859785067,10.360979708074586,26.05116785594644,422.69388156631624,163.417012484825
584,430.8522464360356,138.46150030497873,-32.36417590056795,7.0757235739907065,0.07467053871494722,0.13989572045436294,0.0006799999999999992,0.9914510646272615,10.461052596672436,26.255218633748353,422.69388156631624,163.417012484825
585,431.54630707719343,138.4780927777565,-32.34470382852251,7.274434182067376,0.09469890325400375,0.17914306281801404,-0.004760000000000001,0.9971711937010423,10.561697703135163,26.463468283300255,422.69388156631624,163.417012484825
586,432.25526988836253,138.48867707802486,-32.31941802224071,6.998360344634928,0.05904628118034263,0.23262941779257293,-0.004080000000000001,1.002892607320588,10.662914822505268,26.699102097240804,422.69388156631624,163.417012484825
587,432.93573027932706,138.49342869963812,-32.29918658046145,6.718547628948368,0.03159716258606096,0.1861292643691672,0.0003099999999999995,1.008700092724484,10.764704083237326,26.945880830981043,422.69388156631624,163.417012484825
588,433.5904975189956,138.50403476097273,-32.28047215402454,6.884451563137782,0.07966359336296423,0.17217272321963395,0.004079999999999999,1.0144885163542499,10.867074092509775,27.191776298898642,422.69388156631624,163.417012484825
589,434.2589220614398,138.52298528551563,-32.267098381702574,7.208607198942641,0.14508727161644216,0.1230387053620633,0.00765,1.0202916046760087,10.9700229441452,27.4492759805027,422.69388156631624,163.417012484825
590,434.95741441861935,138.5483498769663,-32.25335201116637,7.0108434910472575,0.1839188807177366,0.12646660893309836,0.00771,1.0261056829555717,11.0735521046128,27.728047495686138,422.69388156631624,163.417012484825
591,435.63960065869986,138.57839906855602,-32.23683085027306,6.886449806194167,0.21062191683660178,0.1519946802184506,0.00624,1.0319233768226814,11.177662672908356,28.009790418026387,422.69388156631624,163.417012484825
592,436.3108912347797,138.60828209144069,-32.22271188225121,6.778103153216154,0.2133645867484383,0.1298945058009747,0.00792,1.037728741915849,11.282355010590624,28.300106997017842,422.69388156631624,163.417012484825
593,436.9744626035808,138.62772001331444,-32.20300793167112,6.702530827478452,0.14589154060637802,0.18127634533689674,0.00818,1.0435393742303436,11.387627884782209,28.608460566761877,422.69388156631624,163.417012484825
594,437.6313622008317,138.63595221739234,-32.176403797137425,6.861817364096409,0.08427745525058841,0.244758037709945,0.01187,1.0493391889045243,11.493481822205244,28.934914475157054,422.69388156631624,163.417012484825
595,438.2995155077578,138.64278208296022,-32.15326349336643,6.560261783334129,0.08211344671958735,0.21289079469314945,0.01701,1.0551283041807267,11.599915741095696,29.279656806714005,422.69388156631624,163.417012484825
596,438.9344174459897,138.65836371732348,-32.14508991389712,6.402089791642975,0.13786943022647977,0.07519693111769761,0.01608,1.0609105937118828,11.70692857151377,29.609891834511412,422.69388156631624,163.417012484825
597,439.55746833996784,138.67233710804524,-32.144143720785344,6.301977459575727,0.11557912788880616,0.008704976628281876,0.01099,1.0666965566149609,11.814519630884957,29.94460750076193,422.69388156631624,163.417012484825
598,440.1687575738308,138.6731088680274,-32.138538723122515,6.930660891915577,0.013947455268516899,0.0515659784980193,0.00302,1.072499531833149,11.922689286546454,30.292442253396757,422.69388156631624,163.417012484825
599,440.8452330552241,138.66189609972776,-32.12770862527271,7.720910033567804,-0.08461612518082715,0.09963690021817788,-0.00353,1.0782991064792193,12.03143923972977,30.69669930324087,422.69388156631624,163.417012484825
600,441.6002877833903,138.65347509053288,-32.117985435250894,7.604871468093422,-0.04454179173261795,0.08945334820072373,0.0037800000000000004,1.0841081615640185,12.140769150377691,31.155817760468434,422.69388156631624,163.417012484825
601,442.3390863315792,138.65266511153007,-32.11407260043082,7.0339393925067055,0.023972718651571613,0.03599808034466588,0.0131,1.089924271515381,12.250679966534094,31.610235226811117,422.69388156631624,163.417012484825
602,443.01841230092447,138.6554696113816,-32.111048292396354,6.908564698818338,0.05612494520443041,0.027823633917092694,0.015200000000000002,1.0957503623873392,12.361172393685631,32.03467738335147,422.69388156631624,163.417012484825
603,443.69116703475987,138.6529151713422,-32.10754942900464,6.8740977080510035,0.01768962989081653,0.03218954320372528,0.013710000000000002,1.1015854435082466,12.472247429924366,32.46762253068371,422.69388156631624,163.417012484825
604,444.3616696485661,138.64986912839007,-32.106531974684266,6.882244329459843,0.012837566629923698,0.00936057974742723,0.012930000000000002,1.1074356085243415,12.58390597427519,32.90751328215924,422.69388156631624,163.417012484825
605,445.0337078154844,138.64476273747408,-32.10817541670952,6.9209764581679885,-0.0012297116940598687,-0.015119666632366881,0.012520000000000002,1.1132931714745058,12.696149535127624,33.35764071975339,422.69388156631624,163.417012484825
606,445.7082526671992,138.63798108293528,-32.11394288337276,7.221313539811998,-0.020733593785943073,-0.053060693301777484,0.008230000000000001,1.1191543114364113,12.808978852275075,33.81806727749226,422.69388156631624,163.417012484825
607,446.4174145166431,138.63376912540454,-32.12185245270294,7.086485633316785,-0.0209624515502145,-0.07276803783763519,0.002590000000000001,1.1250140553273893,12.922394283418717,34.30765464233166,422.69388156631624,163.417012484825
608,447.11622532948917,138.62335558511327,-32.125096756486705,7.180416031463522,-0.06760886752084926,-0.029847594810624385,0.000030000000000000946,1.1308599679413225,13.036395688951455,34.80195824012227,422.69388156631624,163.417012484825
609,447.8228355375159,138.61256264483723,-32.12422601596777,7.257243662789503,-0.06245432893010578,0.008010812774225598,0.002890000000000001,1.1367179513850598,13.150981685745586,35.30899403199051,422.69388156631624,163.417012484825
610,448.5353232158578,138.60239769342067,-32.13064243469035,7.342362313203252,-0.04836784616596536,-0.059031052247712476,0.006530000000000001,1.14254207897433,13.266153480884093,35.826599249334876,422.69388156631624,163.417012484825
611,449.2546678732827,138.59708806219209,-32.13957903991512,7.327140939562727,-0.01958505951524794,-0.08221676806789548,0.005630000000000001,1.1483511084889344,13.381907688781526,36.352496717413324,422.69388156631624,163.417012484825
612,449.9789591338547,138.58417850356145,-32.14814121672191,8.06467882947721,-0.08508700611973073,-0.07877202662246373,-0.00034999999999999875,1.1541908773720126,13.49824279963042,36.89370002327752,422.69388156631624,163.417012484825
613,450.7818205869028,138.56721964488116,-32.15270891938415,8.144791223237922,-0.11661168960412734,-0.0420228644926665,-0.0021799999999999988,1.1600279220783059,13.615161887367622,37.50259354514451,422.69388156631624,163.417012484825
614,451.58718709455457,138.54825723206514,-32.15300070583342,8.463871086555491,-0.11644250685303173,-0.002684435333253184,0.0021100000000000016,1.1658640395790614,13.732664679575452,38.12188468806072,422.69388156631624,163.417012484825
615,452.4224420981914,138.53100625971274,-32.151633649366744,8.477366719892544,-0.0974388381839775,0.012576919493407139,0.004820000000000001,1.1717044130073002,13.850751083533357,38.769841592837246,422.69388156631624,163.417012484825
616,453.2583559493196,138.50916916970712,-32.151588457417404,8.498594718302778,-0.12817844801100764,0.0004157659339345801,0.004490000000000001,1.1775492789694377,13.969421524834086,39.428260840667704,422.69388156631624,163.417012484825
617,454.10052741619813,138.48690020831262,-32.15180338082401,8.55952832052108,-0.134288656262793,-0.00197729534078008,0.0033900000000000007,1.1834019267042073,14.088676452731029,40.098477547899705,422.69388156631624,163.417012484825
618,454.94889791636314,138.46375075936263,-32.14998661035809,8.646481529547568,-0.13540602952058095,0.016714288286482443,0.004810000000000001,1.1892676731345315,14.208516645401449,40.780526608679516,422.69388156631624,163.417012484825
619,455.8000071962231,138.44268171491694,-32.147587681529444,8.63000624144518,-0.11994171841788583,0.022070145223563938,0.005490000000000001,1.1951198814386021,14.328943412714903,41.46966061626199,422.69388156631624,163.417012484825
620,456.6517125906584,138.4223582512195,-32.13940916700709,8.63189534842067,-0.11015285132516994,0.07524233360567892,0.007090000000000001,1.2009639585118177,14.449955400858762,42.1647605013389,422.69388156631624,163.417012484825
621,457.5050171152231,138.40965640959035,-32.12627343364652,8.583322778617635,-0.05292143814058061,0.12084874691722473,0.009760000000000001,1.2067628789467875,14.571551796709944,42.86237296368392,422.69388156631624,163.417012484825
622,458.3531760680741,138.40006628831875,-32.1199540589548,8.515153232258703,-0.026428720517843313,0.05813824716384682,0.011960000000000002,1.2125343038452312,14.693728084604622,43.559532611840396,422.69388156631624,163.417012484825
623,459.1905743659996,138.3994404727037,-32.12455973423841,8.384413251103272,0.022816651380382868,-0.04237221260926092,0.009140000000000002,1.2183301046417483,14.816481514989146,44.24802249475265,422.69388156631624,163.417012484825
624,460.0231999354613,138.3984373639933,-32.12665345549934,8.20931386861157,0.003941548435688205,-0.019262235600519918,0.003740000000000002,1.22412459709775,14.93981452545332,44.937813820675466,422.69388156631624,163.417012484825
625,460.84113695014645,138.40531173613812,-32.12656917905939,8.20328062563329,0.049302126930836195,0.0007753432475217122,0.001600000000000002,1.2299409535519095,15.063726985163095,45.615767752620656,422.69388156631624,163.417012484825
626,461.6538565722418,138.4117568147147,-32.12696314473464,8.155392812747078,0.05025263577767839,-0.003624484212280048,0.002910000000000002,1.2357523395207075,15.188221080518286,46.29408670219047,422.69388156631624,163.417012484825
627,462.4602683929428,138.42024362035858,-32.12190109315587,8.166883495930753,0.06396913532701731,0.04657087452470241,0.003010000000000002,1.2415982872986484,15.313296314470357,46.97024563389525,422.69388156631624,163.417012484825
628,463.27146283669276,138.43138771743386,-32.1149355057034,8.295519968647021,0.08888058630000757,0.06408340456272624,0.005440000000000002,1.2474623174626553,15.43895614320022,47.653137848109026,422.69388156631624,163.417012484825
629,464.0957792176929,138.44190271936924,-32.10741466524713,8.429312986578163,0.0918737975885697,0.06919173219770815,0.007660000000000002,1.253335000083197,15.565202374946486,48.351558784920584,422.69388156631624,163.417012484825
630,464.92836258744524,138.4492616876954,-32.09639399202736,8.561383414259653,0.07624338003757825,0.10139019362189149,0.009020000000000002,1.2592058614251838,15.692035874954806,42.754494556106295,474.9873084310393,180.00361661306712
631,465.7764501745957,138.4539487002839,-32.08179347266517,8.708204664099256,0.057149757143127665,0.13432477813214028,0.008350000000000002,1.265079575322625,15.819456461097325,42.55836948806737,474.9873084310393,180.00361661306712
632,466.64276019781875,138.46301472766268,-32.066437494851954,8.88141765711486,0.08636322652599053,0.14127499588156917,0.008440000000000001,1.270947921400849,15.947464418629586,42.37042707146355,474.9873084310393,180.00361661306712
633,467.51859542010004,138.46347850366195,-32.057472495263795,8.919560702855478,0.02382660744654298,0.08247799621104368,0.006450000000000001,1.2768002487835064,16.07605921076967,42.20621693765303,474.9873084310393,180.00361661306712
634,468.41272329106914,138.4773472291283,-32.06947119564269,9.397377010426641,0.07523075875558974,-0.11038804348583978,-0.0041600000000000005,1.2826571954827377,16.205239235648023,42.04350388240937,474.9873084310393,180.00361661306712
